26.62135,2.634577,2.738545,2.762477,2.461766
0.01666803,3.900978,2.798248,2.492551,2.778066
0.03313345,3.899718,2.796737,2.491102,2.778844
0.04970151,3.896916,2.795485,2.489243,2.78012
0.0662686,3.894808,2.793298,2.487937,2.781233
0.08321165,3.892169,2.792019,2.486269,2.782497
0.09947495,3.888481,2.790577,2.484809,2.783283
0.1159684,3.885788,2.789346,2.483111,2.783462
0.132535,3.882444,2.788847,2.480693,2.783547
0.1495088,3.878134,2.787889,2.478635,2.783046
0.1656685,3.874316,2.787258,2.477362,2.783252
0.1822351,3.870581,2.786515,2.475175,2.783075
0.1990674,3.866508,2.786324,2.473434,2.783005
0.2159678,3.861565,2.785713,2.471536,2.782846
0.2319351,3.855659,2.785162,2.469907,2.782726
0.248501,3.851012,2.78427,2.468497,2.782413
0.2650681,3.84575,2.782828,2.467023,2.782372
0.2816342,3.842496,2.782204,2.465926,2.782947
0.2982269,3.837597,2.780504,2.464807,2.783404
0.3147742,3.834406,2.778709,2.463108,2.783878
0.3313355,3.829263,2.776632,2.462378,2.784477
0.3480808,3.826011,2.775129,2.461203,2.785548
0.364526,3.82503,2.773984,2.460791,2.785785
0.3811994,3.823507,2.773147,2.459824,2.786946
0.3976004,3.822239,2.772486,2.458697,2.787596
0.414169,3.821332,2.773274,2.456895,2.788784
0.4307334,3.822009,2.773111,2.455647,2.789495
0.4473019,3.822969,2.77248,2.454399,2.790135
0.4641316,3.825804,2.771509,2.453407,2.791234
0.4806541,3.828006,2.771636,2.452442,2.791384
0.4970017,3.83369,2.771388,2.451797,2.791728
0.5138804,3.838554,2.771731,2.450987,2.791775
0.5305989,3.84217,2.77155,2.45031,2.791571
0.5467008,3.846675,2.770783,2.449418,2.791349
0.5633703,3.849968,2.770411,2.449185,2.791751
0.5798596,3.85367,2.770087,2.448435,2.792625
0.5964102,3.856551,2.770666,2.44697,2.792546
0.613736,3.856647,2.770871,2.446461,2.792536
0.6295336,3.855939,2.770175,2.445822,2.792486
0.6461024,3.854367,2.76929,2.445154,2.792475
0.6626716,3.852911,2.769082,2.444161,2.792365
0.6801111,3.850283,2.769179,2.443401,2.792384
0.6958033,3.847657,2.768439,2.44292,2.791756
0.7123705,3.844289,2.768093,2.442234,2.791508
